ECLI,jaartal_delict,jaartal_uitspraak,regionale_eenheid,veroordeling,tenlastelegging,modus_operandi,geslacht_dader,geslacht_slachtoffer,strafmaat,moord_of_doodslag,verweer_verdediging,bewijstypen,aanleiding,gedraging,gevolg
ECLI:NL:HR:2021:8400,2013,2014,Noord-Nederland,Poging tot moord,Moord,Wurging,Man,Man,12,Doodslag,Ontkenning,Getuigenverklaring,Financieel,Steekpartij,Dood direct
ECLI:NL:GHARL:2023:6906,2013,2023,Oost-Nederland,Doodslag,Poging tot moord,Wurging,Man,Man,8,Moord,Ontkenning,Observatie,Wraak,Steekpartij,Dood direct
ECLI:NL:RBDHA:2021:1450,2021,2018,Noord-Nederland,Moord,Doodslag,Vergif,Man,Man,8,Doodslag,Geen verweer,Observatie,Wraak,Steekpartij,Zwaar gewond
ECLI:NL:PHR:2019:1469,2015,2014,Midden-Nederland,Doodslag,Doodslag,Wurging,Vrouw,Vrouw,20,Doodslag,Geen verweer,Bekentenis,Ruzie,Schietpartij,Geen letsel
ECLI:NL:GHARL:2016:8477,2014,2012,Noord-Nederland,Poging tot moord,Poging tot moord,Mes,Vrouw,Man,15,Doodslag,Ontkenning,Getuigenverklaring,Ruzie,Slag met voorwerp,Dood direct
ECLI:NL:PHR:2017:8888,2012,2015,Oost-Nederland,Doodslag,Moord,Vuurwapen,Vrouw,Vrouw,20,Moord,Ontkenning,Bekentenis,Ruzie,Verstikking,Dood direct
ECLI:NL:GHARL:2021:9708,2011,2016,Amsterdam,Doodslag,Poging tot moord,Vergif,Man,Man,10,Doodslag,Noodweer,Getuigenverklaring,Ruzie,Verstikking,Zwaar gewond
ECLI:NL:HR:2019:7267,2016,2014,Rotterdam,Vrijspraak,Doodslag,Wurging,Man,Man,8,Moord,Geen verweer,Getuigenverklaring,Ruzie,Verstikking,Dood later
ECLI:NL:PHR:2015:4105,2018,2011,Oost-Nederland,Poging tot moord,Doodslag,Anders,Man,Vrouw,12,Moord,Geen verweer,Getuigenverklaring,Relatieproblemen,Steekpartij,Dood direct
ECLI:NL:HR:2021:2000,2019,2021,Rotterdam,Moord,Moord,Vuurwapen,Man,Man,20,Moord,Noodweer,Getuigenverklaring,Psychose,Verstikking,Dood later
ECLI:NL:RBDHA:2015:5167,2014,2014,Noord-Nederland,Doodslag,Doodslag,Mes,Vrouw,Man,10,Doodslag,Ontkenning,Getuigenverklaring,Ruzie,Slag met voorwerp,Geen letsel
ECLI:NL:PHR:2016:307,2012,2019,Oost-Nederland,Doodslag,Poging tot moord,Wurging,Man,Man,12,Moord,Ontkenning,Observatie,Financieel,Schietpartij,Dood later
ECLI:NL:PHR:2015:2784,2011,2023,Rotterdam,Doodslag,Doodslag,Mes,Man,Vrouw,8,Moord,Ontkenning,Observatie,Relatieproblemen,Verstikking,Zwaar gewond
ECLI:NL:RBDHA:2020:8668,2010,2016,Amsterdam,Vrijspraak,Doodslag,Vuurwapen,Man,Man,10,Doodslag,Noodweer,Bekentenis,Ruzie,Verstikking,Dood later
ECLI:NL:GHARL:2017:6192,2014,2017,Noord-Nederland,Doodslag,Moord,Vuurwapen,Vrouw,Vrouw,12,Doodslag,Geen verweer,Forensisch bewijs,Financieel,Slag met voorwerp,Dood later
ECLI:NL:PHR:2019:2034,2014,2018,Midden-Nederland,Moord,Poging tot moord,Vuurwapen,Man,Vrouw,12,Moord,Geen verweer,Getuigenverklaring,Ruzie,Schietpartij,Dood direct
ECLI:NL:HR:2020:7134,2017,2018,Noord-Nederland,Moord,Doodslag,Wurging,Man,Vrouw,15,Doodslag,Noodweer,Getuigenverklaring,Psychose,Steekpartij,Zwaar gewond
ECLI:NL:GHARL:2023:1146,2021,2011,Noord-Nederland,Doodslag,Moord,Mes,Man,Vrouw,20,Moord,Noodweer,Getuigenverklaring,Ruzie,Slag met voorwerp,Zwaar gewond
ECLI:NL:GHARL:2016:8228,2018,2011,Oost-Nederland,Doodslag,Poging tot moord,Mes,Man,Man,12,Doodslag,Ontkenning,Getuigenverklaring,Wraak,Vergiftiging,Dood later
ECLI:NL:RBDHA:2023:6000,2019,2021,Oost-Nederland,Moord,Doodslag,Vuurwapen,Man,Vrouw,12,Doodslag,Noodweer,Bekentenis,Relatieproblemen,Steekpartij,Dood later
ECLI:NL:HR:2022:9387,2018,2016,Amsterdam,Poging tot moord,Doodslag,Mes,Vrouw,Man,20,Doodslag,Geen verweer,Observatie,Wraak,Vergiftiging,Dood direct
ECLI:NL:PHR:2020:2677,2015,2012,Amsterdam,Moord,Doodslag,Mes,Man,Vrouw,15,Moord,Geen verweer,Getuigenverklaring,Relatieproblemen,Schietpartij,Dood direct
ECLI:NL:GHARL:2016:9502,2016,2022,Rotterdam,Moord,Poging tot moord,Mes,Man,Vrouw,12,Moord,Geen verweer,Forensisch bewijs,Relatieproblemen,Vergiftiging,Dood later
ECLI:NL:HR:2018:8436,2020,2019,Amsterdam,Doodslag,Poging tot moord,Vuurwapen,Man,Man,20,Doodslag,Noodweer,Getuigenverklaring,Psychose,Slag met voorwerp,Dood later
ECLI:NL:HR:2015:301,2012,2021,Noord-Nederland,Doodslag,Doodslag,Wurging,Man,Man,20,Doodslag,Noodweer,Forensisch bewijs,Relatieproblemen,Verstikking,Dood later
ECLI:NL:PHR:2015:7829,2015,2024,Rotterdam,Doodslag,Moord,Vuurwapen,Man,Vrouw,10,Moord,Geen verweer,Observatie,Ruzie,Steekpartij,Dood direct
ECLI:NL:GHARL:2021:2558,2017,2015,Midden-Nederland,Moord,Moord,Anders,Man,Man,8,Moord,Geen verweer,Bekentenis,Ruzie,Slag met voorwerp,Dood later
ECLI:NL:PHR:2015:9158,2015,2024,Amsterdam,Doodslag,Moord,Anders,Man,Vrouw,20,Moord,Ontkenning,Forensisch bewijs,Ruzie,Schietpartij,Zwaar gewond
ECLI:NL:RBDHA:2018:5372,2022,2022,Amsterdam,Moord,Poging tot moord,Anders,Man,Man,10,Doodslag,Noodweer,Bekentenis,Ruzie,Verstikking,Dood later
ECLI:NL:PHR:2021:5341,2013,2015,Noord-Nederland,Doodslag,Poging tot moord,Vuurwapen,Man,Vrouw,8,Moord,Ontkenning,Forensisch bewijs,Financieel,Vergiftiging,Dood later
ECLI:NL:GHARL:2016:9464,2012,2020,Midden-Nederland,Doodslag,Moord,Vuurwapen,Man,Vrouw,10,Doodslag,Geen verweer,Bekentenis,Financieel,Slag met voorwerp,Dood later
ECLI:NL:GHARL:2016:8325,2022,2019,Rotterdam,Poging tot moord,Moord,Wurging,Man,Vrouw,12,Doodslag,Ontkenning,Observatie,Ruzie,Slag met voorwerp,Dood later
ECLI:NL:HR:2017:3756,2016,2020,Noord-Nederland,Poging tot moord,Poging tot moord,Vuurwapen,Man,Vrouw,10,Doodslag,Geen verweer,Observatie,Ruzie,Verstikking,Dood later
ECLI:NL:HR:2021:1229,2010,2013,Oost-Nederland,Doodslag,Moord,Vuurwapen,Man,Man,12,Moord,Geen verweer,Forensisch bewijs,Financieel,Verstikking,Dood direct
ECLI:NL:RBDHA:2019:5190,2013,2017,Midden-Nederland,Moord,Moord,Mes,Man,Vrouw,20,Doodslag,Noodweer,Bekentenis,Financieel,Verstikking,Dood later
